Item Number,product,brand,new_price,old_price,num_reviews,rating,recommand,key_benefit,Weight,Food Form,Lifestage,Food Texture,Special Diet,Packaging Type
141096,"Earthborn Holistic Autumn Tide Tuna Dinner with Pumpkin in Gravy Grain-Free Cat Food Pouches, 3-oz pouch, case of 24",Earthborn Holistic,27.99,0.0,28,4.2,89,"Holistic, grain-free formula is made with tuna and pumpkin as the top ingredients in an irresistible gravy.,Loaded with protein to support strong muscles, plus vitamin-rich pumpkin that helps support happy tummies.,Packed with balanced minerals, vitamins, amino acids and essential taurine to support vision and heart health.,Keeps your pal hydrated and supports urinary health with plenty of moisture and water from real broth.,Made with zero grains and gluten with dolphin-safe tuna and comes in BPA-free, easy-to-use pouches.",4.5,Wet Food,Adult,Chunks in Gravy,"Grain-Free, Gluten Free, Pea-Free",Pouch
119956,Wellness CORE Signature Selects Chunky Beef & Boneless Chicken Entree in Sauce Grain-Free Canned Cat Food,Wellness,31.8,0.0,63,3.6,71,"Packed by hand with delicate chunks of real meat in a delectable sauce.,Carefully sourced ingredients includes eggs as a great source of vitamin D and other minerals.,Also has sunflower oil that contains essential fatty acids for a healthy coat.,Offers a healthy protein blend and adds hydration to his diet for urinary support.,Complete and balanced nutrition comes in convenient serving sizes for everyday feeding.",3.975,Wet Food,Adult,Chunks in Gravy,"No Corn No Wheat No Soy, Grain-Free, Pea-Free",Can
161838,"Fancy Feast Gourmet Naturals White Meat Chicken & Liver Recipe Plus Coconut Milk Pate Grain-Free Canned Cat Food, 3-oz, case of 24",Fancy Feast,23.76,25.2,238,4.6,97,"Paté made with natural ingredients, including real white meat chicken and liver.,Contains added vitamins, minerals and nutrients with a touch of coconut milk.,Grain-free diet with no artificial colors, flavors or preservatives.,Made without corn, wheat, soy or poultry by-products.,Provides 100% complete and balanced nutrition for adult cats.",5.3,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, Indoor, No Corn No Wheat No Soy, Pea-Free",Can
194487,Halo Lamb Stew Grain-Free Adult Canned Cat Food,Halo,21.52,25.32,100,4.0,76,"Made with real, whole chicken and never any rendered meat meal, like chicken meal or fish meal.,Wholesome, non-GMO carrots, green beans, peas, celery, okra and sweet potatoes provide essential antioxidants, fiber and vitamins.,Complete and balanced nutrition is fortified with essential vitamins, minerals and trace nutrients, including taurine for strong, healthy eyes and heart.,Made in the USA with no grains, meat-meals, hormones or antibiotics, as well as no artificial colors, flavors or preservatives; packed in BPA-free cans for safety.,Smooth, delicious texture provides additional hydration and can be used as a delicious topper over dry kibble to entice a finicky eater.",4.125,Wet Food,Adult,Stew,Grain-Free,Can
48447,Nutro Max Adult Roasted Chicken Flavor Dry Cat Food,Nutro Max,8.09,8.99,184,4.8,97,"Adult kibble formula is made with chicken as the first ingredient for the high-quality animal protein cats need.,Unique kibble shape and delicious flavor is great for picky eaters, and provides a 100% complete and balanced diet for adult cats.,The crunchy bites are packed with antioxidants for healthy immunity, taurine for heart and vision health, and vitamins and minerals.,Provides a balanced blend of omega-3 and 6 fatty acids to promote a healthy skin and shiny coat.,Cooked in USA Nutro facilities with the finest ingredients from around the world, carefully sourced from a trusted network of farmers and suppliers.",3.0,Dry Food,Adult,,,
109373,"Hill's Science Diet Adult 7+ Youthful Vitality Tuna & Vegetables Stew Canned Cat Food, 2.9-oz, case of 24",Hill's Science Diet,31.92,35.49,14,3.5,71,"Powerful antioxidants support a healthy brain and a desire to interact.,Protein and L-carnitine help get your cat moving and interested in playing.,Controlled minerals help keep kidneys and bladder functioning properly.,Delicious, digestible stew entices even picky eaters.,Essential fatty acids help keep the coat soft and shiny with less mats.",,Wet Food,"Adult, Senior",Stew,,Can
102340,"Merrick Backcountry Grain-Free Morsels in Gravy Real Whitefish Recipe Cuts Cat Food Pouches, 3-oz, case of 24",Merrick,32.18,35.76,15,4.1,73,"Grain-free recipe starts with real whitefish as the number one ingredient to support healthy muscles and activity.,Features a mix of proteins from whitefish and lamb to provide a balanced diet like the one your kitty would find in the wild.,Formulated with delectable gravy for the taste even picky cats will love, and is made with real broth to provide essential daily hydration.,Packed with omegas for healthy skin and fur, plus taurine, vitamins and minerals for overall well-being.,Safely cooked in the USA in small batches with zero by-products, grains, wheat, gluten, corn, artificial colors, flavors or preservatives.",,Wet Food,Adult,Chunks in Gravy,"No Corn No Wheat No Soy, Gluten Free, Grain-Free, High-Protein, Pea-Free",Pouch
89789,"Purina Pro Plan Veterinary Diets EN Gastroenteric Naturals Canned Cat Food, 5.5-oz, case of 24",Purina Pro Plan Veterinary Diets,59.49,0.0,23,4.3,91,"Gastrointestinal upset is one of the most common reason cats visit the vet. It can be caused by many factors and generally impairs a cat's ability to digest and absorb nutrients.,Purina Pro Plan Veterinary Diets EN has been specifically formulated with the high protein levels that your cat needs, as well as prebiotics, low fiber to support intestinal health and natural ingredients that you recognize and trust.,It has excellent palatability, low carbohydrates, and moderate fat levels so it provides your cat with optimized nutrition.,Suited for cats that have gastritis and enteritis, inflammatory bowel disease, pancreatitis, and other diseases of the intestinal tract.,Made in the USA!",8.25,Wet Food,Adult,Minced,"Sensitive Digestion, Pea-Free, Veterinary Diet",Can
165136,"Chicken Soup for the Soul Chicken & Turkey Recipe Adult Pate Canned Cat Food, 5.5-oz, case of 24",Chicken Soup,33.36,38.16,81,4.1,85,"Adult diet with antioxidant taurine for healthy eyesight and hearing.,Real chicken as the first ingredient blended with turkey, duck and salmon.,Contains no wheat, corn or soy for a food you can trust.,Formulated without artificial colors, preservatives or flavors.,Proudly made in the USA.",8.25,Wet Food,Adult,Pate,No Corn No Wheat No Soy,Can
122365,"Instinct by Nature's Variety Grain-Free Minced Recipe with Real Salmon Wet Cat Food Cups, 3.5-oz, case of 12",Instinct,23.88,0.0,19,3.3,79,"Features cuts of wild-caught salmon in a savory gravy. , Includes whole-food ingredients you can see, like carrots, spinach and cranberries. , Delicious minced texture entices your cat to take a bite and unlock his ability to thrive. , Never contains any grain, potato, corn, wheat, soy, by-product meal or artificial colors or preservatives. , Made in the USA with the finest ingredients from around the world. ",3.5,Wet Food,Adult,Minced,"Grain-Free, No Corn No Wheat No Soy",Can
79568,Triumph Salmon Formula Canned Cat Food,Triumph,27.87,0.0,35,4.1,89,"Natural canned cat food recipe made with real salmon, with no meat by-products, artificial colors or flavors added,Formula contains added vitamins and minerals to make this a complete and balanced meal for adult cats with all the nutrition they need for a happy lifestyle,Contains an optimal balance of protein, fat and carbohydrates,Recipe contains premium, wholesome ingredients that are sure to make your kitty purr with delight at mealtime,Made in the USA!",,Wet Food,Adult,Pate,,Can
150907,Authority Chicken & Rice Formula Senior Dry Cat Food,Authority,19.99,0.0,10,4.3,90,"Includes natural sources of chondroitin sulfate and glucosamine to help support your pal’s joint health.,The unique antioxidant blend of vitamin E, selenium and zinc supports a healthy immune system.,Enriched with taurine—an essential nutrient for cats to help support eye and heart health.,Specially formulated with Authority's Ora-Shield System to help reduce plaque and tartar.,Made in the USA for senior cats, without the use of artificial colors, flavors, or preservatives.",7.0,Dry Food,Senior,,,
151094,"Vital Essentials Turkey Mini Patties Grain Free Limited Ingredient Freeze-Dried Cat Food, 8-oz bag",Vital Essentials,16.57,16.99,46,4.2,89,"Vital Essentials uses only USDA certified and inspected animal protein proudly made and packaged in the heartland of the USA.,Promotes digestive health, oral health, optimum weight, thick glossy coats, firm muscles and strong bones.,Grain-free and gluten-free recipe made with no added hormones, antibiotics, fillers or flavorings or artificial preservatives, colors or synthetic vitamins/minerals.,Supports the ALPHA Prey–Model Diet that is the closest to a feline’s natural diet in the wild.,Formulated to meet the nutritional levels established by the AAFCO Cat Food Nutrient Profiles for all life stages.",0.5,Freeze-Dried,Adult,,"Gluten Free, Grain-Free, Limited Ingredient Diet, Pea-Free",
49304,Weruva Mack and Jack with Mackerel & Grilled Skipjack Grain-Free Canned Cat Food,Weruva,47.76,49.99,100,3.8,80,"Grain-free wet food is made with mackerel and tuna as the top ingredients so it’s high in protein sourced from real meat.,Formulated to satisfy a carnivore’s cravings for animal protein, with savory gravy in every gourmet recipe.,Provides a balanced blend of amino acids, omegas, vitamins and minerals, plus taurine for heart and vision health.,Broth-based gravy makes it appealing to picky eaters, and provides adequate hydration to support overall well-being.,100% grain-free, complete and balanced meal in every can, with zero BPA, antibiotics, hormones, GMOs or MSG; made in a human food facility.",,Wet Food,Adult,Aspic / Gelee,"Grain-Free, Gluten Free, Pea-Free, Non-GMO",Can
75418,"Wysong Epigen Starch-Free Chicken Formula Grain-Free Dry Dog & Cat Food, 5-lb bag",Wysong,13.78,16.89,127,3.9,80,"Ultra-high protein, meat-based diet is formulated to optimize your furry friend’s wellness with 60% protein and real organic chicken as the first ingredient.,Patent-pending extrusion process creates a truly starch-free diet that closely mirrors the diet he was biologically designed to eat.,Also features real fruits and vegetables, along with beneficial probiotics, antioxidants, vitamins and minerals; rich omega fatty acids help support healthy skin and a lustrous coat.,Made in the USA at Wysong’s manufacturing facilities with domestically-sourced, USDA and FDA-approved ingredients.,Serve as a complete meal, topper or incremental protein booster; also an ideal therapeutic aid for convalescence, strength enhancement, immune stimulation, weight loss, or any condition requiring a high-protein diet.",5.0,Dry Food,Adult,,"High-Protein, Grain-Free, Pea-Free",
77983,"Rachael Ray Nutrish Ocean Fish & Chicken Catch-iatore Natural Grain-Free Wet Cat Food, 2.8-oz, case of 24",Rachael Ray Nutrish,21.96,28.56,31,4.3,90,"Real ocean fish is the #1 ingredient in this wholesome cat food for any life stage. It's complete and balance nutrition with added vitamins, minerals, and Taurine to support overall wellbeing.,Ocean fish is naturally rich in omega fatty acids that support healthy skin and a shiny coat, while chicken is a lean protein that supports healthy muscle mass.,There's no grain, glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility.,There's no meat by-products or fillers, so you can be confident in feeding your loved one.,There also aren't any artificial flavors, colors, or preservatives, just simple natural ingredients.",,Wet Food,Adult,Shredded,"Grain-Free, No Corn No Wheat No Soy, Pea-Free",Tray
89293,"I and Love and You Nude Super Food Surf 'n Chick Grain-Free Dry Cat Food, 5-lb bag",I and Love and You,14.39,15.99,45,3.7,82,"Grain-free, high protein, heart shaped kibble that features real cod as the first ingredient.,Contains superfoods like chia seeds, green mussels and olive oil.,Low-glycemic recipe also features digestive enzymes, prebiotics and probiotics to keep your kitty's tummy full and healthy!,No corn, wheat, soy, rice, artificial colors or preservatives.,Ideal for cats of all life stages and made in the USA!",5.0,Dry Food,Adult,,"Sensitive Digestion, High-Protein, Low Glycemic, Grain-Free, No Corn No Wheat No Soy",
