brand,info_dict,key_benefit,new_price,num_reviews,old_price,product,rating,recommand
Purina Pro Plan,"{'Item Number': '89955', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Pea-Free'}","Delicious, natural, and 100% complete diet is high in protein, a key source of energy and an important factor in growth and development for an ideal body condition,Helps fuel razor-sharp reflexes, improved agility, and intense focus for your adult cat,High-quality nutrition from real salmon and catfish is optimized for lean muscle, strength, and energy,Omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat,Proudly manufactured in Purina-owned U.S.A facilities and does not contain any added artificial colors, flavors, or preservatives",23.28,18,0,"Purina Pro Plan True Nature Natural Salmon & Catfish Entree in Sauce Canned Cat Food, 3-oz can, case of 24",4.6,89
Ziwi,"{'Item Number': '149864', 'Weight': '14\xa0ounces', 'Food Form': 'Air-Dried, Dehydrated', 'Lifestage': 'Adult', 'Special Diet': 'Limited Ingredient Diet, No Corn No Wheat No Soy, Grain-Free, Pea-Free, Non-GMO'}","100% single-sourced chicken is free-range and grass-fed on ethical and sustainable New Zealand farms, free of antibiotics, growth promotants and added hormones.,Gentle twin-stage air-drying process eliminates pathogenic bacteria while naturally preserving and protecting the nutrients in all the ingredients.,Includes 96% fresh meat, organs, bones and New Zealand green mussels—a natural source of chondroitin and glucosamine, which supports joint health.,95% digestible, high-protein and high-kilocalorie diet packs more power than raw food or kibble so you can feed smaller quantities per day.,Complete and balanced, limited-ingredient formula never include grains, corn, soy, potatoes, wheat, rice, fillers, sugars, glycerins, rendered meals or preservatives.",20.97,42,0,Ziwi Peak Air-Dried Chicken Recipe Cat Food,3.7,81
Whole Earth Farms,"{'Item Number': '105915', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Kitten', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","Made with high-quality, protein-rich chicken and cooked in America with the earth’s best ingredients.,Savory grain-free recipe brimming with wholesome USA-sourced ingredients like nourishing chicken liver and eggs.,Naturally nutritious with high-quality protein as the first ingredient and full of vitamins and minerals.,Nutritionally balanced for kittens.,A delicious and healthful meal made with the highest quality standards.",23.76,80,0,Whole Earth Farms Grain-Free Real Healthy Kitten Recipe Canned Cat Food,4.6,94
Tiki Cat,"{'Item Number': '102909', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, Pea-Free, Non-GMO'}","Wild-caught flaked tuna is the first ingredient plus calamari for the animal-sourced protein carnivores thrive on.,With fiber-rich, antioxidant-packed pumpkin for digestive health, plus sunflower oil rich in omegas that nourish the skin and coat.,Provides a balanced and complete diet for cats of all ages with essential amino acids, vitamins, minerals and taurine.,Made with real tuna broth so it provides essential moisture to keep your pal hydrated and support overall health.,Succulent flaked meat formula is great for picky eaters, and contains no grains, gluten, or GMOs; made with dolphin-safe, mercury-tested tuna.",8.82,37,12.72,Tiki Cat Aloha Friends Tuna with Calamari & Pumpkin Grain-Free Wet Cat Food,4.4,89
Fancy Feast,"{'Item Number': '141899', 'Weight': '9.6\xa0ounces', 'Packaging Type': 'Pouch', 'Brand': 'Purina', 'Food Form': 'Food Topping, Treats', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Pea-Free'}","Made with pure, 100% natural hand-selected chicken and tuna broth and salt, cooked and pieced to perfection.,High in protein and low in fat so they can be part of a healthy diet for all indoor or outdoor kitties.,Easy to give as a snack, treat or meal topper to make meals even tastier for picky eaters.,Comes in perfectly-portioned, stay-fresh pouches so they’re easy to use by just tearing and serving.,Made with zero by-products or fillers so you can feel good about indulging your pal every day.",19.99,42,0,"Fancy Feast Purely Natural White Meat Chicken in Tuna Broth Filets Cat Food Topper, 10 count",4.6,95
Royal Canin,"{'Item Number': '54335', 'Weight': '6.0\xa0pounds', 'Brand': 'Royal Canin Size Health Nutrition', 'Food Form': 'Dry Food', 'Lifestage': 'Senior', 'Special Diet': 'Weight Control'}","Recommended for cats from 7 to 12 years old to fight the first signs of aging while maintaining an ideal weight.,Formulated with an adapted balance of vitamins and minerals including vitamin C, EPA and DHA.,L.I.P. digestive science innovation uses protein selected for its high digestibility, which helps reduce stool odor.,Adapted phosphorous levels help to support renal function, as kidney decline is common in senior cats.,Ring-shaped kibble helps to slow ingestion speed and provide necessary nutrients at the right levels.",24.29,35,0,"Royal Canin Appetite Control Spayed/Neutered 7+ Dry Cat Food, 6-lb bag",4.5,94
Merrick,"{'Item Number': '64312', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, No Corn No Wheat No Soy, High-Protein'}","Grain-free recipe features protein-rich chicken for the nutrients to support healthy muscles and energy.,Formulated to provide a complete and balanced diet for cats and kittens, with targeted blend of vitamins, minerals and taurine.,Packed with antioxidants for immune health and omega-3 fatty acids to support a healthy skin and lustrous fur.,Made with a delectable gravy that’s great for picky eaters, and provides essential moisture to keep your pal hydrated and healthy.,Made in the USA with zero grains, wheat, corn, soy, artificial colors, flavors or preservatives and contains yucca schidigera to promote gentle digestion.",38.66,44,42.96,"Merrick Purrfect Bistro Grain-Free Chicken Divan Morsels in Gravy Canned Cat Food, 5.5-oz, case of 24",4.1,84
Natural Balance,"{'Item Number': '76552', 'Packaging Type': 'Pouch', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy'}","Gourmet, grain-free wet food features high-protein salmon, tuna, and crab as the top ingredients.,Loaded with wholesome veggies like peas and carrots, and provides a 100% complete and balanced diet for adult cats.,Packed with limited carbohydrate sources for highly-digestible energy, and balanced omega-3 and 6 fatty acids for a healthy skin and coat.,Fortified with vitamins, minerals and essential taurine to help maintain healthy eyes and heart, plus broth for added hydration.,Packed with pride in the USA and made with zero grains, corn, soy, wheat, artificial flavors, colors or bleached ingredients.",25.26,32,30.0,"Natural Balance Platefulls Salmon, Tuna & Crab Formula in Gravy Grain-Free Cat Food Pouches, 3-oz pouch, case of 24",4.5,94
Weruva,"{'Item Number': '58953', 'Packaging Type': 'Can', 'Food Texture': 'Bits in Broth', 'Brand': 'Cats in the Kitchen', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, Pea-Free, Non-GMO'}","Grain-free wet food is made with chicken and beef as the top ingredients so it’s high in protein sourced from real meat.,Formulated to satisfy a carnivore’s cravings for animal protein, with savory gravy in every gourmet recipe.,Provides a balanced blend of amino acids, vitamins, minerals and taurine for heart and vision health.,Broth-based au jus makes it appealing to picky eaters, and provides adequate hydration to support overall well-being.,100% grain-free, carrageenan-free, complete and balanced meal in every can, with zero starches, GMOs or MSG.",44.99,78,47.99,Weruva Cats in the Kitchen The Double Dip Chicken & Beef Au Jus Grain-Free Canned Cat Food,4.1,88
Blue Buffalo,"{'Item Number': '84183', 'Packaging Type': 'Pouch', 'Brand': 'Blue Wilderness', 'Food Form': 'Food Topping, Treats', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","100% grain-free meal topper features protein-rich chicken as the first ingredient to support muscles and satisfy your cat’s cravings for meat.,Great for finicky eaters with delicious chunks of chicken and savory gravy in every bite that’ll have him running to his bowl.,Helps promote digestive and urinary health with essential moisture from real broth in every pouch.,Serve up as a meal topper over kibble or give as a high-protein snack, with an easy-tear pouch that’s simple to use.,Made in the USA with zero grains, by-product meals, corn, wheat, or soy so it’s great for kitties with food sensitivities or allergies.",29.99,28,0,"Blue Buffalo Wilderness Tasty Toppers Wild Cuts Tasty Chicken Morsels in Savory Gravy Grain-Free Cat Food Topper, 3-oz, case of 24",4.4,93
Meow Mix,"{'Item Number': '100241', 'Packaging Type': 'Can, Variety Pack', 'Food Texture': 'Minced', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","12-cup variety pack of three favorite meals,Made with real cuts of tuna, chicken and beef,A hearty flavor that even the fussiest kitties will love,Sealed in easy-open cups for freshness,100% complete and balanced for adult cats and kittens",12.98,36,0,"Meow Mix Tender Favorites Surf 'N Turf Variety Pack Cat Food Trays, 2.75-oz, case of 12",4.4,89
Iams,"{'Item Number': '159247', 'Weight': '2.56\xa0ounces', 'Packaging Type': 'Tray', 'Food Texture': 'Chunks in Gravy', 'Breed Size': 'Small Breeds, Medium Breeds, Large Breeds', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Indoor, Pea-Free'}","Delicious chunks in gravy are packed in convenient, easy-to-open tubs that prevent leftovers.,Real salmon delivers a meaty taste she’s sure to love, plus the protein she needs to thrive.,Crafted without grains or artificial flavors, so sensitive kitties can enjoy.,Enriched with vitamin E to support her healthy immune system, plus prebiotics to aid digestion.,Can be served as a complete meal or a tempting topper over dry kibble.",21.36,8,23.76,"Iams Perfect Portions Indoor Salmon Recipe Grain-Free Cuts in Gravy Wet Cat Food Trays,2.6-oz, case of 24 twin packs",3.8,62
Wellness,"{'Item Number': '95731', 'Packaging Type': 'Pouch', 'Food Texture': 'Shredded', 'Brand': 'WellPet', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free, Pea-Free'}","100% grain-free recipe is made with real chicken and turkey as the top ingredients for a high-quality animal protein source.,Promotes the 5 signs of kitty wellness—plenty of energy, a lustrous skin and coat, sound digestion and immunity, plus strong teeth and healthy eyes.,Savory sauce makes mealtime irresistible, and is great as a complete meal in every pouch or kibble topper for picky eaters.,Helps promote urinary health with essential moisture from broth to keep your kitty hydrated and antioxidant-rich cranberries.,Zero gluten, wheat, corn, soy or artificial colors, flavors or preservatives so it’s great for kitties with sensitivities.",31.68,32,0,"Wellness Healthy Indulgence Shreds with Chicken & Turkey in Light Sauce Grain-Free Wet Cat Food Pouches, 3-oz, case of 24",4.1,90
Authority,"{'Item Number': '150807', 'Weight': '8.25\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Flaked', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Omega-3 and 6 fatty acids help nourish healthy skin and a shiny coat.,High-quality protein sources like real tuna help maintain strong, lean muscles and encourage a healthy heart.,Provides a great source of taurine to support the overall health of your cat companion.,Contains zero artificial colors, flavors, or preservatives.,Made in the USA with domestic and imported ingredients your cat won’t be able to resist.",21.36,11,0,"Authority Tuna Entree in Gravy Adult Flaked Canned Cat Food, 5.5-oz, case of 24",3.7,73
Evolve,"{'Item Number': '79840', 'Weight': '15.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy'}","Maintenance formula starts with protein-rich chicken, chicken meal and turkey meal as the first ingredients to support healthy muscle growth and development.,Packed with wholesome, slow-baked foods like eggs, kelp and more so even picky eaters will dive into the bowl.,Loaded with taurine―an amino acid essential to kitty health―to help support eye and heart health, plus superfoods like blueberries and cranberries.,With omegas for skin and coat health, vitamins and minerals to support a healthy immune system, and probiotics for easy digestion.,Made in the USA with zero meat by-product meals, wheat, corn, soy or artificial ingredients so it’s great for kitties with food sensitives or allergies.",21.99,139,0,Evolve Classic Deboned Chicken & Brown Rice Recipe Dry Cat Food,3.8,76
Fussie Cat,"{'Item Number': '50664', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free'}","Made in a high-quality manufacturing plant,Grain free: great for cats prone to food sensitivities or allergies,Great source of omega-3 and 6 essential amino acids that help support skin and coat health to keep your cat's fur soft and healthy,Low in saturated fat, high in vitamin B6 and phosphorous, and an excellent source of vitamin B12,Premium, flavorful chicken and vegetable entrée providing high-quality protein with boneless chicken as the first ingredient",33.25,70,35.76,"Fussie Cat Super Premium Chicken & Vegetables Formula in Gravy Grain-Free Canned Cat Food, 2.82-oz, case of 24",4.3,88
